id,timestamp,sepal_length,sepal_width,petal_length,petal_width,target
73,2024-02-15 05:46:16.965929,6.5,3.0,5.5,1.8,2
72,2024-02-15 05:46:15.962659,5.0,3.3,1.4,0.2,0
71,2024-02-15 05:46:14.954714,5.1,3.8,1.9,0.4,0
70,2024-02-15 05:46:13.951450,5.5,3.5,1.3,0.2,0
69,2024-02-15 05:46:12.948078,7.7,3.0,6.1,2.3,2
68,2024-02-15 05:46:11.944933,6.0,3.0,4.8,1.8,2
67,2024-02-15 05:46:10.941799,5.0,2.3,3.3,1.0,1
66,2024-02-15 05:46:09.937788,5.1,3.8,1.5,0.3,0
65,2024-02-15 05:46:08.934352,5.0,3.6,1.4,0.2,0
64,2024-02-15 05:46:07.930563,6.6,3.0,4.4,1.4,1
63,2024-02-15 05:46:06.927245,6.4,3.1,5.5,1.8,2
