id,timestamp,sepal_length,sepal_width,petal_length,petal_width,target
1327,2025-11-19 06:58:49.725268,5.6,2.9,3.6,1.3,1
1326,2025-11-19 06:58:48.723134,6.4,3.1,5.5,1.8,2
1325,2025-11-19 06:58:47.721011,5.6,2.7,4.2,1.3,1
1324,2025-11-19 06:58:46.718740,7.2,3.2,6.0,1.8,2
1323,2025-11-19 06:58:45.716575,4.9,3.6,1.4,0.1,0
1322,2025-11-19 06:58:44.714281,4.6,3.1,1.5,0.2,0
1321,2025-11-19 06:58:43.712679,7.7,2.6,6.9,2.3,2
1320,2025-11-19 06:58:42.709930,6.1,2.8,4.0,1.3,1
1319,2025-11-19 06:58:41.707517,6.9,3.2,5.7,2.3,2
1318,2025-11-19 06:58:40.705190,6.3,2.3,4.4,1.3,1
1317,2025-11-19 06:58:39.703041,7.4,2.8,6.1,1.9,2
1316,2025-11-19 06:58:38.700811,7.2,3.0,5.8,1.6,2
1315,2025-11-19 06:58:37.698383,6.8,2.8,4.8,1.4,1
1314,2025-11-19 06:58:36.696003,6.5,2.8,4.6,1.5,1
1313,2025-11-19 06:58:35.693835,6.7,3.1,4.4,1.4,1
1312,2025-11-19 06:58:34.691444,7.7,2.8,6.7,2.0,2
1311,2025-11-19 06:58:33.689187,6.1,2.8,4.0,1.3,1
1310,2025-11-19 06:58:32.686857,5.9,3.2,4.8,1.8,1
1309,2025-11-19 06:58:31.684363,6.5,3.0,5.2,2.0,2
1308,2025-11-19 06:58:30.682078,5.7,2.6,3.5,1.0,1
1307,2025-11-19 06:58:29.679628,6.4,3.2,4.5,1.5,1
1306,2025-11-19 06:58:28.677370,5.0,3.2,1.2,0.2,0
1305,2025-11-19 06:58:27.674892,5.6,2.9,3.6,1.3,1
1304,2025-11-19 06:58:26.671976,5.6,2.5,3.9,1.1,1
1303,2025-11-19 06:58:25.669825,5.5,4.2,1.4,0.2,0
